Source,Target,Type,Id,Label,timeset,Weight
334,324,directed,,,,
1896,324,directed,,,,
480,324,directed,,,,
1191,324,directed,,,,
337,324,directed,,,,
3141,5040,directed,,,,
49,5040,directed,,,,
928,5040,directed,,,,
2703,5040,directed,,,,
1551,5040,directed,,,,
131,5040,directed,,,,
3461,825,directed,,,,
1252,825,directed,,,,
2911,825,directed,,,,
1305,825,directed,,,,
3462,825,directed,,,,
3463,825,directed,,,,
457,1921,directed,,,,
357,1921,directed,,,,
86,1921,directed,,,,
23,1921,directed,,,,
2079,1921,directed,,,,
228,1921,directed,,,,
28,1921,directed,,,,
758,1921,directed,,,,
1405,1921,directed,,,,
460,1921,directed,,,,
33,1921,directed,,,,
461,1921,directed,,,,
37,1921,directed,,,,
38,1921,directed,,,,
1079,5041,directed,,,,
1475,838,directed,,,,
2282,838,directed,,,,
2,838,directed,,,,
1446,838,directed,,,,
1680,838,directed,,,,
1478,838,directed,,,,
1479,838,directed,,,,
724,838,directed,,,,
352,1245,directed,,,,
233,1245,directed,,,,
234,1245,directed,,,,
159,1245,directed,,,,
1337,1245,directed,,,,
1693,1245,directed,,,,
1136,1245,directed,,,,
308,1245,directed,,,,
3464,5042,directed,,,,
1295,5042,directed,,,,
198,5042,directed,,,,
540,5042,directed,,,,
542,5042,directed,,,,
2835,236,directed,,,,
883,236,directed,,,,
1219,236,directed,,,,
455,236,directed,,,,
880,236,directed,,,,
1280,236,directed,,,,
1389,236,directed,,,,
309,236,directed,,,,
1597,236,directed,,,,
68,5043,directed,,,,
1927,5043,directed,,,,
2392,5043,directed,,,,
1376,129,directed,,,,
1377,129,directed,,,,
1148,2455,directed,,,,
795,2455,directed,,,,
306,5044,directed,,,,
1684,5044,directed,,,,
1863,5044,directed,,,,
1252,5044,directed,,,,
519,5044,directed,,,,
1864,5044,directed,,,,
256,5044,directed,,,,
26,5045,directed,,,,
777,36,directed,,,,
21,36,directed,,,,
680,36,directed,,,,
368,36,directed,,,,
1011,36,directed,,,,
1260,36,directed,,,,
49,36,directed,,,,
327,36,directed,,,,
51,36,directed,,,,
686,36,directed,,,,
126,36,directed,,,,
964,36,directed,,,,
208,36,directed,,,,
193,36,directed,,,,
54,36,directed,,,,
1893,36,directed,,,,
56,36,directed,,,,
58,36,directed,,,,
59,36,directed,,,,
2136,36,directed,,,,
198,36,directed,,,,
2060,36,directed,,,,
236,36,directed,,,,
38,36,directed,,,,
131,36,directed,,,,
342,305,directed,,,,
1995,309,directed,,,,
22,5046,directed,,,,
2975,5046,directed,,,,
53,5046,directed,,,,
15,5046,directed,,,,
1301,5046,directed,,,,
65,5046,directed,,,,
2068,5046,directed,,,,
42,232,directed,,,,
1,232,directed,,,,
1627,232,directed,,,,
45,232,directed,,,,
46,232,directed,,,,
47,232,directed,,,,
241,232,directed,,,,
1933,232,directed,,,,
975,232,directed,,,,
567,232,directed,,,,
478,232,directed,,,,
2288,232,directed,,,,
52,232,directed,,,,
3063,232,directed,,,,
207,232,directed,,,,
227,232,directed,,,,
1527,232,directed,,,,
1765,232,directed,,,,
445,232,directed,,,,
214,232,directed,,,,
1040,232,directed,,,,
481,232,directed,,,,
758,232,directed,,,,
217,232,directed,,,,
231,232,directed,,,,
1828,232,directed,,,,
2613,232,directed,,,,
14,232,directed,,,,
1785,232,directed,,,,
2703,232,directed,,,,
35,232,directed,,,,
2296,232,directed,,,,
446,232,directed,,,,
1302,232,directed,,,,
363,232,directed,,,,
1266,232,directed,,,,
223,232,directed,,,,
465,2534,directed,,,,
2,2534,directed,,,,
1739,2534,directed,,,,
1630,2534,directed,,,,
403,2534,directed,,,,
471,2534,directed,,,,
372,2534,directed,,,,
2108,2534,directed,,,,
928,2534,directed,,,,
1799,2534,directed,,,,
2,5047,directed,,,,
609,5047,directed,,,,
941,5047,directed,,,,
55,5047,directed,,,,
554,5047,directed,,,,
2531,5047,directed,,,,
275,5047,directed,,,,
1558,3593,directed,,,,
702,3593,directed,,,,
3433,3593,directed,,,,
2406,3593,directed,,,,
432,3593,directed,,,,
2583,3593,directed,,,,
544,3593,directed,,,,
497,3593,directed,,,,
545,3593,directed,,,,
546,3593,directed,,,,
927,3593,directed,,,,
673,3593,directed,,,,
548,3593,directed,,,,
2777,3593,directed,,,,
929,3593,directed,,,,
2731,3593,directed,,,,
549,3593,directed,,,,
503,3593,directed,,,,
1490,3593,directed,,,,
166,3593,directed,,,,
505,3593,directed,,,,
604,3593,directed,,,,
240,688,directed,,,,
684,688,directed,,,,
182,688,directed,,,,
243,688,directed,,,,
49,688,directed,,,,
125,688,directed,,,,
2600,688,directed,,,,
655,688,directed,,,,
686,688,directed,,,,
858,688,directed,,,,
1565,688,directed,,,,
108,688,directed,,,,
183,688,directed,,,,
287,688,directed,,,,
3087,688,directed,,,,
64,688,directed,,,,
658,688,directed,,,,
1409,688,directed,,,,
2511,688,directed,,,,
589,591,directed,,,,
1694,591,directed,,,,
795,591,directed,,,,
144,2227,directed,,,,
1259,5048,directed,,,,
862,5049,directed,,,,
1134,1773,directed,,,,
646,1616,directed,,,,
1156,5050,directed,,,,
2306,5051,directed,,,,
2119,5052,directed,,,,
1588,5052,directed,,,,
2120,5052,directed,,,,
3465,5052,directed,,,,
1059,5052,directed,,,,
1193,5052,directed,,,,
1197,5052,directed,,,,
100,5052,directed,,,,
1198,5052,directed,,,,
1508,5052,directed,,,,
1984,5052,directed,,,,
170,2691,directed,,,,
3466,1900,directed,,,,
2780,1900,directed,,,,
98,3424,directed,,,,
1733,3424,directed,,,,
98,2168,directed,,,,
278,2168,directed,,,,
1070,2168,directed,,,,
330,2168,directed,,,,
1733,2168,directed,,,,
162,2168,directed,,,,
1622,2168,directed,,,,
2539,2168,directed,,,,
236,2168,directed,,,,
2478,1939,directed,,,,
1999,1577,directed,,,,
662,1577,directed,,,,
1429,1577,directed,,,,
3087,1577,directed,,,,
2666,1577,directed,,,,
579,1577,directed,,,,
860,1577,directed,,,,
689,1577,directed,,,,
1578,1577,directed,,,,
868,1996,directed,,,,
3467,1996,directed,,,,
47,5053,directed,,,,
49,5053,directed,,,,
207,5053,directed,,,,
208,5053,directed,,,,
65,5053,directed,,,,
1043,5053,directed,,,,
1134,2603,directed,,,,
2604,2603,directed,,,,
2265,2603,directed,,,,
512,2603,directed,,,,
1772,2603,directed,,,,
1495,2603,directed,,,,
455,2603,directed,,,,
202,2603,directed,,,,
1597,2603,directed,,,,
280,5054,directed,,,,
253,5054,directed,,,,
533,5054,directed,,,,
255,5054,directed,,,,
293,1661,directed,,,,
297,1661,directed,,,,
883,1661,directed,,,,
958,1661,directed,,,,
2783,1661,directed,,,,
918,1661,directed,,,,
1958,1661,directed,,,,
291,776,directed,,,,
296,776,directed,,,,
785,776,directed,,,,
801,776,directed,,,,
775,776,directed,,,,
864,1418,directed,,,,
3468,1418,directed,,,,
866,1418,directed,,,,
233,1418,directed,,,,
3251,1418,directed,,,,
1942,1418,directed,,,,
124,1418,directed,,,,
1092,1418,directed,,,,
875,1418,directed,,,,
1520,1418,directed,,,,
3035,1418,directed,,,,
1215,1418,directed,,,,
54,1418,directed,,,,
372,1418,directed,,,,
877,1418,directed,,,,
779,1418,directed,,,,
513,1418,directed,,,,
514,1418,directed,,,,
1495,1418,directed,,,,
376,1418,directed,,,,
2599,1418,directed,,,,
1996,1418,directed,,,,
1444,1418,directed,,,,
516,1418,directed,,,,
1094,1418,directed,,,,
1113,1551,directed,,,,
2,1551,directed,,,,
1406,1551,directed,,,,
234,1551,directed,,,,
868,1551,directed,,,,
54,1551,directed,,,,
1117,1551,directed,,,,
1118,1551,directed,,,,
3469,1551,directed,,,,
2241,1551,directed,,,,
2277,1551,directed,,,,
64,1551,directed,,,,
235,1551,directed,,,,
1094,1551,directed,,,,
73,5055,directed,,,,
1486,5055,directed,,,,
902,5055,directed,,,,
608,5055,directed,,,,
703,5055,directed,,,,
614,5055,directed,,,,
434,5055,directed,,,,
907,5055,directed,,,,
619,5055,directed,,,,
2189,5055,directed,,,,
442,5055,directed,,,,
98,813,directed,,,,
1053,813,directed,,,,
1630,813,directed,,,,
1007,813,directed,,,,
809,813,directed,,,,
713,813,directed,,,,
745,813,directed,,,,
771,813,directed,,,,
552,813,directed,,,,
1709,813,directed,,,,
482,813,directed,,,,
1710,813,directed,,,,
1067,813,directed,,,,
814,813,directed,,,,
465,2218,directed,,,,
2,2218,directed,,,,
1433,2218,directed,,,,
182,2218,directed,,,,
1172,2218,directed,,,,
124,2218,directed,,,,
1435,2218,directed,,,,
882,2218,directed,,,,
471,2218,directed,,,,
1992,2218,directed,,,,
1804,2218,directed,,,,
64,2218,directed,,,,
165,2218,directed,,,,
131,2218,directed,,,,
516,2218,directed,,,,
182,130,directed,,,,
122,130,directed,,,,
124,130,directed,,,,
1459,130,directed,,,,
126,130,directed,,,,
54,130,directed,,,,
183,130,directed,,,,
1552,130,directed,,,,
1994,130,directed,,,,
64,130,directed,,,,
131,130,directed,,,,
679,3322,directed,,,,
1031,3322,directed,,,,
679,3053,directed,,,,
490,3053,directed,,,,
1437,3053,directed,,,,
2760,3053,directed,,,,
3470,3053,directed,,,,
70,3053,directed,,,,
71,3053,directed,,,,
1952,3053,directed,,,,
1909,3053,directed,,,,
1358,3480,directed,,,,
153,3480,directed,,,,
1315,3480,directed,,,,
50,3480,directed,,,,
389,3480,directed,,,,
844,3480,directed,,,,
1235,3480,directed,,,,
400,3480,directed,,,,
131,3480,directed,,,,
17,3480,directed,,,,
19,3480,directed,,,,
2090,5056,directed,,,,
3471,5057,directed,,,,
2086,5058,directed,,,,
566,5058,directed,,,,
3270,5058,directed,,,,
1412,5058,directed,,,,
1414,5058,directed,,,,
1332,5058,directed,,,,
2386,2158,directed,,,,
476,2158,directed,,,,
749,2158,directed,,,,
368,2158,directed,,,,
1260,2158,directed,,,,
1186,2158,directed,,,,
332,2158,directed,,,,
51,2158,directed,,,,
576,2158,directed,,,,
577,2158,directed,,,,
482,2158,directed,,,,
755,2158,directed,,,,
67,2158,directed,,,,
765,441,directed,,,,
242,441,directed,,,,
1053,441,directed,,,,
608,441,directed,,,,
1072,441,directed,,,,
403,441,directed,,,,
1429,441,directed,,,,
434,441,directed,,,,
619,441,directed,,,,
2447,441,directed,,,,
525,441,directed,,,,
766,441,directed,,,,
12,441,directed,,,,
970,441,directed,,,,
2684,441,directed,,,,
1073,441,directed,,,,
1074,441,directed,,,,
1577,441,directed,,,,
579,441,directed,,,,
624,441,directed,,,,
860,441,directed,,,,
528,441,directed,,,,
972,441,directed,,,,
2,2531,directed,,,,
596,2531,directed,,,,
1187,2531,directed,,,,
253,2531,directed,,,,
1085,2531,directed,,,,
1208,2531,directed,,,,
64,2531,directed,,,,
1424,2531,directed,,,,
2208,5059,directed,,,,
120,5059,directed,,,,
3472,1041,directed,,,,
2081,1041,directed,,,,
1314,1041,directed,,,,
47,1041,directed,,,,
49,1041,directed,,,,
686,1041,directed,,,,
1763,1041,directed,,,,
62,1041,directed,,,,
362,1041,directed,,,,
1302,1041,directed,,,,
694,1041,directed,,,,
238,2015,directed,,,,
182,2015,directed,,,,
233,2015,directed,,,,
49,2015,directed,,,,
125,2015,directed,,,,
244,2015,directed,,,,
108,2015,directed,,,,
1638,2015,directed,,,,
183,2015,directed,,,,
64,2015,directed,,,,
66,2015,directed,,,,
131,2015,directed,,,,
868,1524,directed,,,,
131,1524,directed,,,,
1251,1524,directed,,,,
202,1524,directed,,,,
39,3010,directed,,,,
1584,5060,directed,,,,
332,756,directed,,,,
1226,756,directed,,,,
3473,756,directed,,,,
1608,756,directed,,,,
324,756,directed,,,,
3228,756,directed,,,,
895,2382,directed,,,,
2418,2382,directed,,,,
2831,5061,directed,,,,
194,5061,directed,,,,
2411,5061,directed,,,,
481,5061,directed,,,,
2739,5061,directed,,,,
1073,5061,directed,,,,
3192,3058,directed,,,,
277,3058,directed,,,,
679,3058,directed,,,,
690,3058,directed,,,,
2493,3058,directed,,,,
1216,3058,directed,,,,
3211,3058,directed,,,,
409,3058,directed,,,,
178,3058,directed,,,,
412,3058,directed,,,,
809,3058,directed,,,,
1166,3058,directed,,,,
108,3058,directed,,,,
194,3058,directed,,,,
700,3058,directed,,,,
481,3058,directed,,,,
419,3058,directed,,,,
811,3058,directed,,,,
1633,3058,directed,,,,
1249,3058,directed,,,,
2507,3058,directed,,,,
2135,3058,directed,,,,
288,3058,directed,,,,
485,3058,directed,,,,
1302,3058,directed,,,,
131,3058,directed,,,,
2676,3058,directed,,,,
1708,5062,directed,,,,
2742,5062,directed,,,,
1208,1732,directed,,,,
1237,2189,directed,,,,
74,2189,directed,,,,
2,2189,directed,,,,
1757,2189,directed,,,,
48,2189,directed,,,,
77,2189,directed,,,,
904,2189,directed,,,,
597,2189,directed,,,,
609,2189,directed,,,,
703,2189,directed,,,,
1044,2189,directed,,,,
1619,2189,directed,,,,
941,2189,directed,,,,
1769,2189,directed,,,,
1520,2189,directed,,,,
80,2189,directed,,,,
434,2189,directed,,,,
868,2189,directed,,,,
616,2189,directed,,,,
704,2189,directed,,,,
1175,2189,directed,,,,
1240,2189,directed,,,,
55,2189,directed,,,,
1244,2189,directed,,,,
673,2189,directed,,,,
970,2189,directed,,,,
830,2189,directed,,,,
1048,2189,directed,,,,
2277,2189,directed,,,,
622,2189,directed,,,,
833,2189,directed,,,,
676,2189,directed,,,,
724,2189,directed,,,,
275,2189,directed,,,,
434,5063,directed,,,,
619,5063,directed,,,,
2351,5063,directed,,,,
3096,5064,directed,,,,
291,5064,directed,,,,
1192,5064,directed,,,,
98,1465,directed,,,,
240,1465,directed,,,,
243,1465,directed,,,,
655,1465,directed,,,,
108,1465,directed,,,,
657,1465,directed,,,,
741,1465,directed,,,,
287,1465,directed,,,,
64,1465,directed,,,,
2068,1465,directed,,,,
1109,5065,directed,,,,
2107,5065,directed,,,,
34,5065,directed,,,,
2066,5065,directed,,,,
291,1509,directed,,,,
295,1509,directed,,,,
296,1509,directed,,,,
821,1509,directed,,,,
1131,1509,directed,,,,
2555,1509,directed,,,,
520,1509,directed,,,,
1535,1509,directed,,,,
558,5066,directed,,,,
567,5066,directed,,,,
29,5066,directed,,,,
595,832,directed,,,,
77,832,directed,,,,
703,832,directed,,,,
78,832,directed,,,,
80,832,directed,,,,
162,832,directed,,,,
527,832,directed,,,,
83,832,directed,,,,
1517,2533,directed,,,,
543,2533,directed,,,,
597,2533,directed,,,,
1763,2533,directed,,,,
364,2533,directed,,,,
546,2533,directed,,,,
599,2533,directed,,,,
2532,2533,directed,,,,
706,2533,directed,,,,
940,2533,directed,,,,
933,2533,directed,,,,
306,878,directed,,,,
871,878,directed,,,,
368,878,directed,,,,
332,878,directed,,,,
480,878,directed,,,,
1621,878,directed,,,,
1158,878,directed,,,,
627,878,directed,,,,
201,878,directed,,,,
2,1023,directed,,,,
1208,1023,directed,,,,
96,1023,directed,,,,
64,1023,directed,,,,
2,16,directed,,,,
243,16,directed,,,,
50,16,directed,,,,
850,16,directed,,,,
868,16,directed,,,,
54,16,directed,,,,
1566,16,directed,,,,
1567,16,directed,,,,
60,16,directed,,,,
853,16,directed,,,,
482,16,directed,,,,
1063,16,directed,,,,
64,16,directed,,,,
3039,16,directed,,,,
67,16,directed,,,,
485,16,directed,,,,
20,16,directed,,,,
1446,833,directed,,,,
670,833,directed,,,,
1447,833,directed,,,,
1336,833,directed,,,,
1762,833,directed,,,,
1680,833,directed,,,,
1201,833,directed,,,,
2702,833,directed,,,,
2912,833,directed,,,,
673,833,directed,,,,
676,833,directed,,,,
1095,5067,directed,,,,
690,5067,directed,,,,
2300,5067,directed,,,,
3474,5067,directed,,,,
1630,5067,directed,,,,
410,5067,directed,,,,
178,5067,directed,,,,
1007,5067,directed,,,,
809,5067,directed,,,,
1796,5067,directed,,,,
1856,5067,directed,,,,
700,5067,directed,,,,
1974,5067,directed,,,,
2329,5067,directed,,,,
419,5067,directed,,,,
1632,5067,directed,,,,
2139,5067,directed,,,,
1110,5067,directed,,,,
2384,5067,directed,,,,
2686,5067,directed,,,,
1872,2444,directed,,,,
1486,2444,directed,,,,
1700,2444,directed,,,,
1448,2444,directed,,,,
1429,2444,directed,,,,
617,2444,directed,,,,
3475,2444,directed,,,,
618,2444,directed,,,,
3087,2444,directed,,,,
1732,2444,directed,,,,
352,1525,directed,,,,
866,1525,directed,,,,
122,1525,directed,,,,
550,1525,directed,,,,
868,1525,directed,,,,
128,1525,directed,,,,
646,1525,directed,,,,
570,1525,directed,,,,
131,1525,directed,,,,
516,1525,directed,,,,
993,1617,directed,,,,
462,1617,directed,,,,
2,1617,directed,,,,
1185,1617,directed,,,,
1700,1617,directed,,,,
1503,1617,directed,,,,
452,1617,directed,,,,
554,1617,directed,,,,
1356,1617,directed,,,,
2403,5068,directed,,,,
276,2661,directed,,,,
98,2661,directed,,,,
476,2661,directed,,,,
749,2661,directed,,,,
2671,2661,directed,,,,
361,2661,directed,,,,
700,2661,directed,,,,
1009,2661,directed,,,,
198,2661,directed,,,,
375,2661,directed,,,,
669,5069,directed,,,,
2106,5069,directed,,,,
201,5069,directed,,,,
758,5070,directed,,,,
1071,5071,directed,,,,
608,5071,directed,,,,
949,5071,directed,,,,
3164,5071,directed,,,,
1573,5071,directed,,,,
1977,5071,directed,,,,
180,5071,directed,,,,
1430,5071,directed,,,,
493,5071,directed,,,,
1607,5071,directed,,,,
441,5071,directed,,,,
1908,5071,directed,,,,
625,5071,directed,,,,
1468,592,directed,,,,
2340,592,directed,,,,
2389,592,directed,,,,
482,592,directed,,,,
1784,592,directed,,,,
834,111,directed,,,,
2,111,directed,,,,
1486,111,directed,,,,
1187,111,directed,,,,
836,111,directed,,,,
554,111,directed,,,,
64,111,directed,,,,
131,111,directed,,,,
724,111,directed,,,,
1342,3126,directed,,,,
678,5072,directed,,,,
457,5072,directed,,,,
47,5072,directed,,,,
1039,5072,directed,,,,
49,5072,directed,,,,
568,5072,directed,,,,
208,5072,directed,,,,
2192,5072,directed,,,,
108,5072,directed,,,,
228,5072,directed,,,,
361,5072,directed,,,,
128,5072,directed,,,,
481,5072,directed,,,,
61,5072,directed,,,,
62,5072,directed,,,,
2294,5072,directed,,,,
35,5072,directed,,,,
1302,5072,directed,,,,
723,5072,directed,,,,
131,5072,directed,,,,
1043,5072,directed,,,,
1050,67,directed,,,,
2,67,directed,,,,
233,67,directed,,,,
1309,67,directed,,,,
554,67,directed,,,,
854,67,directed,,,,
236,67,directed,,,,
1306,67,directed,,,,
711,1024,directed,,,,
2530,1024,directed,,,,
575,1024,directed,,,,
1290,1024,directed,,,,
388,1024,directed,,,,
1554,1024,directed,,,,
1282,1024,directed,,,,
58,1024,directed,,,,
1235,1024,directed,,,,
1265,1024,directed,,,,
64,1024,directed,,,,
15,1024,directed,,,,
2729,1024,directed,,,,
2158,1024,directed,,,,
67,1024,directed,,,,
17,1024,directed,,,,
1179,5073,directed,,,,
2747,5073,directed,,,,
240,5073,directed,,,,
3476,5073,directed,,,,
1054,5073,directed,,,,
1055,5073,directed,,,,
425,5073,directed,,,,
657,5073,directed,,,,
1181,5073,directed,,,,
250,5073,directed,,,,
481,5074,directed,,,,
271,5074,directed,,,,
579,5074,directed,,,,
117,5075,directed,,,,
191,5075,directed,,,,
419,5075,directed,,,,
1169,5075,directed,,,,
379,5075,directed,,,,
1077,5076,directed,,,,
198,5076,directed,,,,
3477,5076,directed,,,,
1475,1494,directed,,,,
1336,1494,directed,,,,
1762,1494,directed,,,,
498,1494,directed,,,,
81,1494,directed,,,,
546,1494,directed,,,,
673,1494,directed,,,,
934,1494,directed,,,,
604,1494,directed,,,,
1964,1494,directed,,,,
865,325,directed,,,,
98,325,directed,,,,
680,325,directed,,,,
867,325,directed,,,,
233,325,directed,,,,
368,325,directed,,,,
1664,325,directed,,,,
156,325,directed,,,,
361,325,directed,,,,
322,325,directed,,,,
110,325,directed,,,,
64,325,directed,,,,
1695,325,directed,,,,
1137,325,directed,,,,
131,325,directed,,,,
522,325,directed,,,,
576,5077,directed,,,,
1265,5077,directed,,,,
2937,5078,directed,,,,
847,5078,directed,,,,
794,5078,directed,,,,
302,5078,directed,,,,
520,5078,directed,,,,
1463,5078,directed,,,,
3444,5078,directed,,,,
3478,5078,directed,,,,
864,1553,directed,,,,
866,1553,directed,,,,
1942,1553,directed,,,,
550,1553,directed,,,,
1453,1553,directed,,,,
322,1553,directed,,,,
646,1553,directed,,,,
308,1553,directed,,,,
1444,1553,directed,,,,
605,579,directed,,,,
2276,579,directed,,,,
2585,579,directed,,,,
240,579,directed,,,,
477,579,directed,,,,
368,579,directed,,,,
1186,579,directed,,,,
2529,579,directed,,,,
1503,579,directed,,,,
858,579,directed,,,,
54,579,directed,,,,
1808,579,directed,,,,
657,579,directed,,,,
987,579,directed,,,,
1063,579,directed,,,,
1660,579,directed,,,,
1195,579,directed,,,,
1784,579,directed,,,,
64,579,directed,,,,
1393,579,directed,,,,
2240,579,directed,,,,
581,3285,directed,,,,
368,3285,directed,,,,
1186,3285,directed,,,,
1273,3285,directed,,,,
965,3285,directed,,,,
2068,3285,directed,,,,
1050,1569,directed,,,,
240,1569,directed,,,,
424,1569,directed,,,,
107,1569,directed,,,,
655,1569,directed,,,,
9,1569,directed,,,,
195,1569,directed,,,,
2067,1569,directed,,,,
481,1569,directed,,,,
287,1569,directed,,,,
110,1569,directed,,,,
64,1569,directed,,,,
67,1569,directed,,,,
638,3642,directed,,,,
639,3642,directed,,,,
1991,3642,directed,,,,
714,3642,directed,,,,
716,3642,directed,,,,
1644,3642,directed,,,,
1667,3642,directed,,,,
67,3642,directed,,,,
18,3642,directed,,,,
1025,3642,directed,,,,
261,5079,directed,,,,
3177,5079,directed,,,,
928,5079,directed,,,,
98,5080,directed,,,,
263,5080,directed,,,,
696,5080,directed,,,,
709,5080,directed,,,,
182,5080,directed,,,,
1039,5080,directed,,,,
1543,5080,directed,,,,
611,5080,directed,,,,
447,5080,directed,,,,
1261,5080,directed,,,,
1645,5080,directed,,,,
1174,5080,directed,,,,
722,5080,directed,,,,
253,5081,directed,,,,
847,5081,directed,,,,
297,5081,directed,,,,
1086,5081,directed,,,,
787,5081,directed,,,,
302,5081,directed,,,,
109,5081,directed,,,,
2064,5081,directed,,,,
922,5081,directed,,,,
289,5081,directed,,,,
792,796,directed,,,,
302,796,directed,,,,
922,796,directed,,,,
2,1209,directed,,,,
702,1209,directed,,,,
544,1209,directed,,,,
498,1209,directed,,,,
1046,1209,directed,,,,
546,1209,directed,,,,
1208,1209,directed,,,,
929,1209,directed,,,,
166,1209,directed,,,,
275,1209,directed,,,,
2,1121,directed,,,,
233,1121,directed,,,,
1134,1121,directed,,,,
480,1121,directed,,,,
1103,1121,directed,,,,
1356,1121,directed,,,,
695,3138,directed,,,,
1165,3138,directed,,,,
2258,3138,directed,,,,
506,3138,directed,,,,
769,3138,directed,,,,
1344,3138,directed,,,,
725,3138,directed,,,,
1247,3138,directed,,,,
1346,3138,directed,,,,
2573,3138,directed,,,,
176,3138,directed,,,,
1347,3138,directed,,,,
332,3138,directed,,,,
370,3138,directed,,,,
295,3138,directed,,,,
2677,3138,directed,,,,
2495,3138,directed,,,,
434,3138,directed,,,,
2764,3138,directed,,,,
191,3138,directed,,,,
192,3138,directed,,,,
193,3138,directed,,,,
119,3138,directed,,,,
195,3138,directed,,,,
343,3138,directed,,,,
426,3138,directed,,,,
196,3138,directed,,,,
728,3138,directed,,,,
197,3138,directed,,,,
1350,3138,directed,,,,
198,3138,directed,,,,
1274,3138,directed,,,,
1250,3138,directed,,,,
736,3138,directed,,,,
377,3138,directed,,,,
1251,3138,directed,,,,
201,3138,directed,,,,
1552,3030,directed,,,,
1666,5082,directed,,,,
1747,5082,directed,,,,
2541,5082,directed,,,,
1100,5082,directed,,,,
98,5082,directed,,,,
1260,5082,directed,,,,
850,5082,directed,,,,
2385,5082,directed,,,,
481,5082,directed,,,,
2729,5082,directed,,,,
2453,5082,directed,,,,
2463,5082,directed,,,,
17,5082,directed,,,,
2,2542,directed,,,,
1200,2542,directed,,,,
1649,3611,directed,,,,
697,3611,directed,,,,
1154,3611,directed,,,,
699,3611,directed,,,,
1295,3611,directed,,,,
1657,3611,directed,,,,
2632,3611,directed,,,,
118,3611,directed,,,,
1726,3611,directed,,,,
700,3611,directed,,,,
779,3611,directed,,,,
2891,3611,directed,,,,
3402,3611,directed,,,,
550,5083,directed,,,,
277,3241,directed,,,,
3479,3241,directed,,,,
3165,3241,directed,,,,
1170,3241,directed,,,,
2326,3157,directed,,,,
3279,3157,directed,,,,
2085,3157,directed,,,,
71,3157,directed,,,,
1606,3157,directed,,,,
2815,5084,directed,,,,
306,5085,directed,,,,
1593,5085,directed,,,,
198,5085,directed,,,,
1825,1826,directed,,,,
64,1826,directed,,,,
1261,3122,directed,,,,
392,3122,directed,,,,
401,3122,directed,,,,
2,653,directed,,,,
1757,653,directed,,,,
1775,653,directed,,,,
1207,653,directed,,,,
1208,653,directed,,,,
593,653,directed,,,,
837,653,directed,,,,
166,653,directed,,,,
594,653,directed,,,,
3123,2553,directed,,,,
297,2553,directed,,,,
451,2553,directed,,,,
959,2553,directed,,,,
263,1387,directed,,,,
2,1387,directed,,,,
1564,1387,directed,,,,
2131,1387,directed,,,,
50,1387,directed,,,,
850,1387,directed,,,,
109,1387,directed,,,,
60,1387,directed,,,,
723,1387,directed,,,,
1342,1387,directed,,,,
2058,1803,directed,,,,
584,1803,directed,,,,
306,2543,directed,,,,
2,2543,directed,,,,
1134,2543,directed,,,,
1614,2543,directed,,,,
234,2543,directed,,,,
1808,2543,directed,,,,
546,2543,directed,,,,
372,2543,directed,,,,
673,2543,directed,,,,
1078,2543,directed,,,,
131,2543,directed,,,,
699,3723,directed,,,,
700,3723,directed,,,,
1930,1068,directed,,,,
107,1068,directed,,,,
255,1068,directed,,,,
1309,1068,directed,,,,
2067,1068,directed,,,,
1313,1068,directed,,,,
2275,1068,directed,,,,
462,1409,directed,,,,
2,1409,directed,,,,
1406,1409,directed,,,,
122,1409,directed,,,,
49,1409,directed,,,,
662,1409,directed,,,,
868,1409,directed,,,,
1162,1409,directed,,,,
1565,1409,directed,,,,
657,1409,directed,,,,
128,1409,directed,,,,
646,1409,directed,,,,
64,1409,directed,,,,
1610,1409,directed,,,,
2332,2453,directed,,,,
2451,2453,directed,,,,
1395,2453,directed,,,,
1391,2453,directed,,,,
1384,2453,directed,,,,
136,2453,directed,,,,
846,2453,directed,,,,
160,5086,directed,,,,
217,5087,directed,,,,
2429,2803,directed,,,,
881,1424,directed,,,,
234,1424,directed,,,,
2353,1424,directed,,,,
1336,1424,directed,,,,
1742,1424,directed,,,,
673,1424,directed,,,,
676,1424,directed,,,,
2,3518,directed,,,,
64,3518,directed,,,,
111,3518,directed,,,,
131,3518,directed,,,,
1817,5088,directed,,,,
1887,5088,directed,,,,
2493,5088,directed,,,,
1006,5088,directed,,,,
116,5088,directed,,,,
178,5088,directed,,,,
419,5088,directed,,,,
2135,5088,directed,,,,
1014,5088,directed,,,,
3395,3277,directed,,,,
2146,3277,directed,,,,
861,3277,directed,,,,
862,3277,directed,,,,
668,3277,directed,,,,
2928,3277,directed,,,,
1119,3277,directed,,,,
863,3277,directed,,,,
920,3277,directed,,,,
1661,3277,directed,,,,
310,3277,directed,,,,
2913,1516,directed,,,,
2271,1516,directed,,,,
486,1516,directed,,,,
22,1516,directed,,,,
1107,1516,directed,,,,
402,1516,directed,,,,
1381,1516,directed,,,,
1382,1516,directed,,,,
1383,1516,directed,,,,
1544,1516,directed,,,,
228,1516,directed,,,,
1282,1516,directed,,,,
1391,1516,directed,,,,
1365,1516,directed,,,,
1298,1516,directed,,,,
136,1516,directed,,,,
359,1516,directed,,,,
400,1516,directed,,,,
